timestamp,latency_ms,packet_loss,throughput_mbps
110,33.2,0.0,3.2667
111,32.7,0.0,3.2882
112,31.8,0.0,3.2599
113,32.45,0.0,3.2305
114,33.0,0.0,3.3908
115,32.3,0.0,3.3811
116,30.35,0.0,3.4795
117,28.75,0.0,3.4988
118,32.75,0.0,3.6595
119,32.7,0.0,3.5443
120,32.75,0.0,3.511
121,32.05,0.0,3.6337
122,31.75,0.0,3.6601
123,32.0,0.0,3.7707
124,33.15,0.0,3.7444
125,31.75,0.0,3.7178
126,32.15,0.0,3.8138
127,32.5,0.0,3.6048
128,32.5,0.0,3.6476
129,31.5,0.0,3.6192
130,32.85,0.0,3.6524
131,32.25,0.0,3.5597
132,31.7,0.0,3.7029
133,32.65,0.0,3.6128
134,33.0,0.0,3.488
135,33.05,0.0,3.4964
136,33.3,0.0,3.5718
137,31.8,0.0,3.5805
138,33.0,0.0,3.6378
139,32.8,0.0,3.6743
140,32.5,0.0,3.4363
141,31.95,0.0,3.2853
142,31.05,0.0,3.155
143,31.95,0.0,3.3084
144,30.95,0.0,3.1842
145,31.4,0.0,3.1795
146,32.55,0.0,3.1289
147,32.65,0.0,3.1338
148,33.2,0.0,3.2002
149,31.9,0.0,3.1002
150,32.8,0.0,3.0509
151,32.6,0.0,2.9602
152,33.05,0.0,2.8923
153,32.2,0.0,2.9746
154,33.1,0.0,3.0006
155,31.9,0.0,3.142
156,33.3,0.0,3.0109
157,33.15,0.0,3.0834
158,33.0,0.0,2.9734
159,33.05,0.0,2.9312
160,33.45,0.0,2.9655
161,31.2,0.0,3.0051
162,32.3,0.0,3.2574
163,32.5,0.0,3.0487
164,31.2,0.0,3.2116
165,32.2,0.0,3.105
166,32.35,0.0,3.2866
167,32.6,0.0,3.2794
168,33.15,0.0,3.2738
169,33.0,0.0,3.3216
170,31.75,0.0,3.3114
171,32.85,0.0,3.4381
172,32.15,0.0,3.4041
173,31.85,0.0,3.3794
174,33.3,0.0,3.4106
175,32.95,0.0,3.56
176,32.65,0.0,3.7034
177,31.65,0.0,3.618
178,30.6,0.0,3.6207
179,33.1,0.0,3.6746
180,33.15,0.0,3.774
181,32.75,0.0,3.7009
182,32.0,0.0,3.6603
183,30.95,0.0,3.7872
184,30.45,0.0,3.7342
185,29.2,0.0,3.8197
186,30.8,0.0,3.7041
187,32.8,0.0,3.5799
188,32.95,0.0,3.5528
189,32.75,0.0,3.7749
190,28.2,0.0,3.7577
191,32.05,0.0,3.579
192,32.75,0.0,3.5333
193,33.0,0.0,3.6489
194,32.6,0.0,3.4091
195,32.5,0.0,3.39
196,32.8,0.0,3.4756
197,32.4,0.0,3.3542
198,32.55,0.0,3.3465
199,30.6,0.0,3.295
