timestamp,latency_ms,packet_loss,throughput_mbps
79,67.2998,0.0,3.6188
80,67.3079,0.0,3.3966
81,67.9049,0.0,3.4589
82,67.7202,0.0,3.3153
83,67.349,0.0,3.3169
84,67.611,0.0,3.2274
85,66.8826,0.0,3.1795
86,66.5383,0.0,3.092
87,67.9886,0.0,3.1506
88,66.0832,0.0,3.0109
89,66.5975,0.0,3.0966
90,66.6556,0.0,3.0964
91,66.4999,0.0,3.0075
92,66.4907,0.0,2.9266
93,67.3773,0.0,2.9603
94,66.083,0.0,2.8771
95,65.9924,0.0,2.9582
96,66.8969,0.0,2.7222
97,66.354,0.0,2.8314
98,66.8495,0.0,2.6927
99,67.9734,0.0,2.7304
100,66.7427,0.0,2.9614
101,66.9193,0.0,2.9306
102,67.0443,0.0,2.8122
103,66.6952,0.0,2.7645
104,66.206,0.0,2.6663
105,66.9641,0.0,2.8824
106,66.3402,0.0,3.1454
107,66.5443,0.0,3.0154
108,66.303,0.0,2.9674
109,66.8101,0.0,3.0833
110,66.2439,0.0,2.957
111,66.6139,0.0,3.0954
112,65.8724,0.0,3.1654
113,66.5388,0.0,3.1893
114,66.6378,0.0,3.2983
115,67.575,0.0,3.301
116,66.3488,0.0,3.3644
117,66.046,0.0,3.292
118,66.4859,0.0,3.4532
119,67.2977,0.0,3.5438
120,66.4997,0.0,3.3653
121,66.7946,0.0,3.3983
122,66.9436,0.0,3.5993
123,66.7663,0.0,3.4967
124,67.7717,0.0,3.6399
125,66.292,0.0,3.5039
126,67.4434,0.0,3.6631
127,66.4663,0.0,3.5604
128,67.4596,0.0,3.5694
129,67.1077,0.0,3.6685
130,67.8909,0.0,3.5047
131,67.1003,0.0,3.4445
132,66.7243,0.0,3.4662
133,66.4427,0.0,3.5168
134,68.4884,0.0,3.3304
135,68.1515,0.0,3.4786
136,68.0785,0.0,3.3536
137,68.7497,0.0,3.4552
138,67.0602,0.0,3.1365
139,66.9761,0.0,3.2282
140,67.1992,0.0,3.1182
141,67.6565,0.0,3.1484
142,66.8485,0.0,3.1954
143,66.0961,0.0,3.1227
144,67.0629,0.0,3.079
145,67.1928,0.0,3.05
146,66.7906,0.0,3.0441
147,66.7026,0.0,2.9144
148,68.1775,0.0,3.0215
149,66.8845,0.0,2.9906
150,67.8024,0.0,2.9443
151,66.8533,0.0,2.9375
152,67.1411,0.0,2.9
153,67.4548,0.0,3.0263
154,66.7374,0.0,2.8479
155,66.828,0.0,2.826
156,67.0388,0.0,2.7902
157,66.499,0.0,2.7722
158,67.5833,0.0,2.7638
159,66.0906,0.0,2.8049
160,67.8861,0.0,2.887
161,68.1841,0.0,2.9399
162,66.0412,0.0,2.9412
163,67.1618,0.0,2.9032
164,67.4596,0.0,3.0666
165,67.7943,0.0,3.0864
166,67.004,0.0,3.0493
167,67.9061,0.0,3.0463
168,66.9427,0.0,3.1802
169,67.0958,0.0,3.1899
170,67.3289,0.0,3.0979
171,67.3647,0.0,3.247
172,67.1067,0.0,3.3115
173,67.8542,0.0,3.2555
174,67.4937,0.0,3.378
175,67.9803,0.0,3.2798
176,68.0838,0.0,3.534
177,67.2135,0.0,3.555
178,67.4944,0.0,3.46
179,67.2007,0.0,3.5308
180,67.3537,0.0,3.3267
181,67.2872,0.0,3.4409
182,68.4032,0.0,3.5197
183,67.4226,0.0,3.4629
184,67.1968,0.0,3.6071
185,67.1287,0.0,3.7066
186,67.4345,0.0,3.4453
187,67.6041,0.0,3.4609
188,68.3718,0.0,3.5311
189,67.4336,0.0,3.6217
190,66.7984,0.0,3.372
191,67.1387,0.0,3.4633
192,66.7374,0.0,3.5597
193,66.8828,0.0,3.2498
194,66.9355,0.0,3.2452
195,67.3041,0.0,3.2777
196,67.2791,0.0,3.2325
197,67.9061,0.0,3.3007
198,67.4946,0.0,3.2162
199,67.9843,0.0,3.0161
